LOCID,LONGITUDE,LATITUDE
X26,-80.4955840833,27.8132347222
SEF,-81.3423888889,27.4563888889
6FL1,-81.4845191667,27.3642088889
9FD3,-81.4322955556,27.4655930556
3FL9,-81.5097972222,27.5386444444
9FL3,-81.4266666667,27.3969444444
FA52,-81.509225,27.5380555556
24FD,-81.4809044444,29.3427536111
88FL,-80.1567111111,27.1697713889
6FL2,-84.9177,30.7274136111
FL41,-80.7558933333,26.5811813889
FA79,-81.0272777778,29.1655377778
39FD,-83.3534708333,29.7293916667
SUA,-80.2210833333,27.1816944444
65FL,-80.2913888889,27.2086111111
44FL,-80.2414363889,27.2033811111
64FA,-80.3378272222,27.1428275
FD51,-81.4414713889,24.6587544444
FL91,-81.2272952778,26.3098038889
2FL1,-80.3255555556,26.1594444444
68J,-84.3738333333,30.5473055556
TLH,-84.3503333333,30.3965277778
FD18,-84.26101,30.4574225
FL52,-84.0868333333,30.4810305556
53FD,-84.0347222222,30.4775
TPA,-82.53325,27.9754722222
70FL,-82.4292583333,28.0630722222
FL70,-82.4616666667,27.9438888889
FL72,-82.3908722222,27.9475305556
VDF,-82.3452777778,28.0139722222
FL92,-82.5353738889,27.9414102778
54FL,-82.4600944444,27.9497436111
68FL,-82.4289827778,28.0030752778
61FL,-82.4592611111,27.9380775
FL38,-82.4914838889,27.9819644444
MCF,-82.5211666667,27.8493333333
X39,-82.3745555556,28.2212777778
TPF,-82.4492608333,27.9155783333
FA58,-82.7583333333,28.1326333333
FA81,-80.5331166667,25.0087408333
FD05,-80.5247805556,25.0045555556
X21,-80.8356944444,28.6223444444
TTS,-80.6945,28.615
46FL,-80.8219983333,28.6294402778
TIX,-80.7992277778,28.5148
FL33,-82.8262322222,29.6682927778
8J2,-82.87125,29.5875555556
35FD,-82.7291666667,29.6923333333
X23,-81.6519444444,28.9229166667
43FL,-81.8170241667,28.9841508333
X59,-80.5583333333,27.9608611111
VPS,-86.5253333333,30.4833333333
FL34,-86.7471777778,30.6318583333
EGI,-86.5228333333,30.6503333333
VNC,-82.4403333333,27.0716111111
FD43,-82.4881522222,27.20644
FL74,-80.5019983333,27.5986447222
X52,-80.5275544444,27.632255
FL89,-80.439775,27.5542016667
FD25,-80.4997763889,27.5625347222
3FD7,-80.3961622222,27.6639202778
23FD,-80.6620016667,27.5472586111
VRB,-80.4179444444,27.6555555556
NVI,-87.1956475,30.6996530556
48FL,-87.4749816667,30.8140761111
49FL,-87.4949813889,30.9771269444
CHN,-81.8804625,27.5149055556
15FD,-85.5299286111,30.6585266667
2FL0,-85.6860388889,30.4568611111
47FL,-81.7789672222,28.9641519444
97FL,-81.8914708333,28.9619286111
2FD1,-81.9186938889,28.9755388889
2FD8,-81.6323011111,29.5210816667
3FL0,-81.6567444444,29.4360805556
7FL2,-82.7784597222,30.2455055556
FA59,-80.2242111111,26.6339694444
1FL5,-85.8643777778,30.3021416667
FD74,-80.9022825,28.0658511111
FD13,-80.3658333333,26.0888888889
FD38,-80.2942147222,26.6464558333
FL48,-82.4297222222,28.8822222222
F45,-80.2223611111,26.8459166667
PBI,-80.0955891667,26.6831605556
LNA,-80.0850555556,26.593
64FD,-80.0611111111,26.7566666667
FL39,-80.20449,26.6375675
5FD2,-80.0492075,26.74923
03FL,-80.1872672222,26.6836769444
39FL,-80.1997675,26.7170091667
55FL,-80.0572636111,26.6872877778
5FL5,-80.0539277778,26.7147861111
7FL5,-80.0578416667,26.7139916667
FL51,-80.0641666667,26.7138888889
X60,-82.4728833333,29.3542194444
73FL,-82.4548261111,29.3830255556
FD77,-82.2828686111,27.7119752778
23FL,-82.2441666667,27.6844444444
FL95,-80.45283,27.7086411111
GIF,-81.7533055556,28.0629166667
72FD,-81.6545216667,28.0297427778
60FD,-81.7247222222,28.0280555556
7FL1,-81.675,28.0169444444
F57,-81.7628055556,28.0575
FL42,-81.7536902778,28.0386316667
FA31,-81.6930555556,27.9897222222
FD98,-81.2700658333,28.7147180556
FL54,-82.4106666667,29.9355166667
6FD5,-81.0997880556,27.7786388889
83FL,-81.533705,30.6188483333
X61,-81.6291166667,28.7352722222
FA83,-81.6509083333,28.7263833333
FL97,-81.6059069444,28.7602713889
ZPH,-82.1558944444,28.2281944444
13FL,-82.3206430556,28.2766725
FL00,-81.8325825,27.41893
67FL,-82.105,27.4555555556
15J,-83.4530875278,31.1378051667
ABY,-84.1944733333,31.535515
6GA9,-84.1701858333,31.60684
2GE6,-84.4227777778,31.5952777778
GA12,-84.3904677778,31.5835058333
GA13,-84.0021263889,31.5348983333
GA14,-84.3226869444,31.402955
AMG,-82.5065555556,31.5360555556
2GE5,-84.3194444444,34.1977777778
ACJ,-84.1888480556,32.1107991667
9GA5,-84.2901888889,32.0582186111
0GE7,-82.3725,33.5202777778
GA22,-84.7082513889,31.4385086111
4GA8,-84.7129738889,31.4154538889
75J,-83.6321944444,31.6857222222
GE12,-83.5736111111,31.7486111111
AHN,-83.3263469444,33.9485952778
7GA0,-83.4080555556,33.9478927778
FTY,-84.5213611111,33.7791388889
60GA,-84.3202777778,33.7944444444
GA11,-84.3541666667,33.9072222222
GA66,-84.3957602778,33.810105
GA85,-84.3874266667,33.7484397222
GA64,-84.3863155556,33.7687169444
GA52,-84.3508333333,33.9108333333
1GE8,-84.3822222222,33.7522222222
ATL,-84.4280661111,33.63672
FFC,-84.5718333333,33.35725
73GA,-84.4358333333,33.8825
5GA9,-84.3874266667,33.7992716667
7GA1,-84.3855555556,33.7992716667
GA53,-84.3718705556,33.8151047222
GA54,-84.4691666667,33.9009361111
31GA,-84.4010527778,33.7873527778
GA55,-84.3527033333,33.9095466667
GA56,-84.3988161111,33.7709391667
RYY,-84.5969990278,34.0131938889
52GA,-84.4744444444,33.5380555556
PDK,-84.3019722222,33.8756111111
4GE1,-84.5411111111,30.72375
DNL,-82.0393808333,33.4665027778
8GA2,-82.1212302778,33.4301383333
8GA4,-82.0916666667,33.4816666667
4GA2,-81.9883333333,33.4711111111
AGS,-81.9645,33.3699444444
34GA,-84.6071555556,33.8573266667
77GA,-84.2135313889,33.1640080556
GA58,-84.2424211111,33.7773269444
4GA3,-84.5518577778,30.9032438889
BGE,-84.6374444444,30.9715277778
83GA,-84.5061111111,30.9997222222
22GE,-84.2744444444,34.2577777778
1GA6,-84.1107475,33.0090180556
GA59,-84.0585244444,33.1001258333
GA86,-84.0955555556,32.9838888889
BHC,-82.3937777778,31.7138333333
GA78,-82.3484619444,31.7688069444
46A,-83.996855,34.8550872222
1GA3,-83.9624077778,34.8861986111
BIJ,-84.8947977778,31.3975086111
1GE1,-84.3547222222,34.8280555556
57GA,-84.3938111111,34.8631361111
61GA,-82.1723427778,33.3018088889
GA15,-83.5790569444,33.7087313889
GA16,-83.5668338889,33.7242872222
GE35,-83.4697222222,33.7313888889
GA61,-84.4971480556,33.2690086111
SSI,-81.3912527778,31.1518125
GE24,-81.4852777778,31.1752777778
BQK,-81.4664972222,31.2588083333
82A,-84.5036944444,32.2828055556
8GA5,-84.5263080556,32.3287613889
35GA,-84.0124072222,34.0978786111
6A1,-84.2507483333,32.5673669444
GA63,-83.8999011111,32.1793302778
GA17,-83.9735141667,32.1687747222
GE27,-83.7541666667,32.6022222222
70J,-84.1547352778,30.8879766667
99GA,-84.9343869444,34.4511994444
CZL,-84.9391622222,34.45545
GA65,-84.9196641667,34.4370333333
GE02,-84.9262888889,34.5109333333
CXU,-84.2368055556,31.2129166667
18A,-83.1308055556,34.3403611111
47A,-84.4239108333,34.3105905
8GE8,-84.4991666667,34.2466666667
33GA,-83.2866666667,34.26
3GE3,-83.1841666667,34.4119444444
CTJ,-85.1523319444,33.6318930556
4GA5,-85.0704997222,33.5667772222
78GA,-85.0171644444,33.5042788889
8GA8,-85.0029980556,33.5773327778
6GA8,-85.1855555556,33.5077777778
27GA,-85.0099436111,33.6584419444
3GA2,-85.0749444444,33.5701105556
VPC,-84.8487066944,34.1231474722
53GA,-85.2586111111,34.1677777778
4A4,-85.1464722222,34.0186944444
7GE5,-85.1175,33.3591666667
GA67,-83.5929494444,34.7681494444
GA19,-81.8887263889,32.1571375
CWV,-81.8695555556,32.1950555556
GE99,-83.4597222222,34.9144444444
GA18,-83.4096063889,34.8328705556
GA09,-83.7886111111,34.4516666667
0GE5,-83.7135127778,34.5617633333
21GE,-83.8222222222,34.5497222222
9GA1,-81.3369444444,32.4488888889
48A,-83.2759166667,32.3993611111
CSG,-84.9388611111,32.5163333333
1GA1,-84.8318741667,32.543195
01GA,-84.9790983333,32.4793088889
02GA,-83.4290488889,34.2026080556
88GA,-84.4447222222,33.1119444444
GA68,-84.4490902778,33.1148461111
GA73,-84.4532575,33.1617888889
4GA1,-84.398255,33.0448483333
GA74,-84.4124219444,33.0417930556
GA75,-84.4052002778,33.0873466667
2GA5,-84.4321444444,33.0417933333
1GE5,-84.3935333333,33.1012361111
9GA4,-84.3390911111,33.664275
36GA,-83.9746330556,33.7301094444
GA80,-83.9887997222,33.7823302778
3GE5,-84.0026388889,33.6804722222
9GE9,-84.0213888889,33.6497222222
CKF,-83.7739166667,31.9888333333
AJR,-83.5566919444,34.4998925
9A1,-83.8474361111,33.6323138889
GA82,-83.8040688889,33.5959491667
GA83,-83.8054580556,33.5467833333
71GA,-83.8486111111,33.6013888889
07GA,-83.7630555556,33.675
37GA,-84.7785505556,34.9003561111
2GE7,-84.7791666667,34.9580555556
GA20,-81.4627777778,30.8111111111
GA27,-84.1610272222,34.10121
GA84,-84.0512983333,34.2039877778
4GA9,-84.0571322222,34.2423202778
6GA0,-84.1993625,34.1325977778
1GA7,-84.109635,34.2931519444
GE03,-84.1711111111,34.1688888889
11GE,-84.0663888889,34.2602777778
25J,-84.8269722222,31.7018888889
9A0,-84.0199722222,34.5831388889
7A7,-84.1063888889,34.6263888889
GA69,-84.8527180556,33.919825
DNN,-84.8702422222,34.7229366667
GA70,-84.9727227778,34.7889683333
GA72,-84.8897222222,34.8816666667
7GA4,-83.26766,32.5809886111
3GE7,-81.4373241667,31.4127238889
08GA,-81.2859288889,31.4257802778
GA21,-81.3387094444,31.4613341667
16J,-84.419285,31.7432847222
9GA3,-84.4815827778,31.8396091667
30GA,-84.1813047222,34.4589816667
11GA,-84.2822222222,33.7897222222
2GE4,-84.2722222222,33.6911111111
17J,-84.8776111111,31.0069444444
DQH,-82.8605291667,31.4766986111
4GA6,-84.6804894444,33.6620538889
0GE0,-84.8007708333,33.7820511111
3GE6,-84.7327777778,33.7388888889
25GA,-84.6629888889,33.6595538889
DBN,-82.9852777778,32.5644166667
48GA,-82.9509775,32.5329452778
GE26,-83.0597222222,32.3816666667
GE28,-84.1775,34.0675
9GA8,-82.8988888889,32.6936111111
GE22,-82.8216666667,32.5288888889
EZM,-83.1286680556,32.2163902778
GA71,-84.4271497222,33.6795527778
32GA,-83.2777777778,33.4541666667
9GA9,-83.3172222222,33.2180555556
27A,-82.8158641667,34.0951972222
49A,-84.5265833333,34.6282222222
4GA4,-84.7546605556,34.8467461111
02GE,-84.9244444444,34.1752777778
GE00,-82.1358333333,33.6097222222
GA25,-82.5676305556,30.6913280556
19GA,-84.4999269444,33.4237266667
GA90,-84.4093694444,33.4520583333
GA91,-84.4602038889,33.3970602778
GA92,-84.5144444444,33.5194444444
2GE2,-84.4799194444,32.4490333333
GA93,-84.4066666667,33.4452777778
GA94,-84.4893716667,33.4915025
GA95,-84.5021502778,33.5262238889
FZG,-83.2704605556,31.6836866667
9GA7,-83.2601547222,31.6979641667
74GA,-83.2184869444,31.8346269444
3J6,-82.0281666667,30.7963611111
3GE1,-82.1266666667,30.7375
GA24,-83.9449088889,33.0312416667
GA76,-83.8987952778,33.1548486111
90GA,-83.9637986111,33.0601294444
LSF,-84.9913333333,32.3373333333
79GA,-85.0165938889,31.4912825
65GA,-84.3463888889,33.615
GA26,-82.1395638889,33.4204163889
GA96,-84.4305555556,33.7125
LHW,-81.5623333333,31.8891666667
GA99,-83.8018519444,32.5487586111
1GE4,-83.9333333333,32.5011111111
5GE1,-83.7219444444,32.5702777778
GA81,-83.8269444444,32.5477777778
GE25,-83.8569444444,32.6833333333
5GA7,-85.2305,33.2017861111
1GE3,-85.1702777778,33.2538888889
GVL,-83.8302233333,34.272627
14GA,-83.9435166667,34.3364872222
38GA,-83.7966666667,34.3197222222
GA40,-83.9685,34.25425
7GA3,-82.0752777778,32.6633333333
97GA,-83.6721144444,34.26816
80GA,-84.8446572222,33.25873
2GE3,-83.259325,33.6762361111
3J7,-83.139,33.5976666667
6A2,-84.2749444444,33.2269722222
4GA7,-84.2540877778,33.1345644444
5GA5,-84.3493686111,33.2598380556
8GA6,-84.3205555556,33.1606777778
10GA,-84.2982566667,33.3251138889
GA62,-84.4002025,33.2551175
GA43,-81.4266666667,32.3213888889
1GA5,-83.38349,30.9310297222
54GA,-84.268255,33.4642794444
4A7,-84.3323611111,33.3891111111
0GA0,-84.3671463889,33.3562261111
5GA0,-84.5443711111,33.2276208333
6GA1,-84.5838163889,33.1990105556
0GA1,-82.8970872222,34.4778805556
0GA2,-82.9456988889,34.3778819444
51A,-83.4385036111,32.2834963889
AZE,-82.6473877778,31.8846563889
2J2,-81.6411666667,31.7846111111
69GA,-81.5915005556,31.8457658333
00GE,-84.7338888889,33.8841666667
GA29,-84.431035,33.1562333333
HOE,-82.7741388889,31.0559166667
98GA,-83.9124069444,33.20568
0GE1,-83.4471055556,31.6654611111
62GA,-83.9162958333,33.324565
6GA2,-84.0488025,33.3101183333
GA01,-84.0844444444,33.1977777778
JZP,-84.4572222222,34.4534722222
19A,-83.5610769444,34.1744151389
09J,-81.4277777778,31.0744722222
0GA6,-83.8187908333,33.7334461111
JES,-81.8825177778,31.5539633333
39GA,-81.8970588889,31.6016030556
41GA,-84.3472222222,33.5380555556
7GA5,-85.4471827778,34.6323038889
8GA7,-84.9771663889,34.2020397222
15GA,-82.4790186111,32.6801616667
9A5,-85.2904472222,34.6885630556
GE05,-85.3430555556,34.6155555556
GE11,-85.4619444444,34.6058333333
LGC,-85.0725975,33.0088525
GA33,-85.0557719444,33.0312352778
GA44,-85.031605,33.07929
LZU,-83.9623772222,33.9780761111
5GA1,-83.9737941667,33.9873255556
55GA,-84.0180555556,33.9638888889
70GA,-83.9704608333,33.9795480556
8GA3,-84.1249072222,31.7751708333
5GA6,-83.8612883333,32.1498875
3GE8,-82.4790183333,33.8434572222
6GA3,-84.6113888889,33.7780555556
00GA,-84.0683333333,33.7675
GE33,-84.1366666667,33.3044444444
GA04,-84.1651963889,33.3656702778
6GA4,-83.8512919444,33.797055
2J3,-82.3848055556,32.9859722222
GA89,-84.2769444444,33.4758333333
1GA2,-84.7485427778,33.1773436111
63GA,-84.0951927778,33.4528919444
MQW,-82.8800277778,32.0957777778
MAC,-83.5620147778,32.8221497778
MCN,-83.6492111111,32.69285
52A,-83.4604444444,33.612125
GA05,-83.4715561111,33.55346
1GE7,-83.4397222222,33.5172222222
GA50,-83.5177777778,33.5975
GA36,-84.2416666667,34.3916666667
MGE,-84.5163333333,33.9153333333
56GA,-84.5510436111,33.9676013889
16GA,-84.4627075,33.8851033333
42GA,-84.5632661111,33.9809344444
MHP,-82.0791944444,32.3738888889
92GE,-82.2708333333,32.8452777778
MLJ,-83.2406944444,33.1541666667
6GA6,-83.2009863889,33.0232005556
9GA6,-83.4047222222,33.0977777778
2J5,-81.9653777778,32.89355
4GE0,-81.6620552778,32.9359916667
D73,-83.6928611111,33.7824166667
GA38,-83.7179516667,33.7831697222
67GA,-83.5876666667,33.8592825
1GA9,-83.6526708333,33.7615055556
GA00,-83.6397222222,33.8255555556
53A,-84.0074722222,32.302
GA06,-83.7269444444,33.3325
4GE3,-83.1916666667,32.4988888889
91GA,-84.7933333333,33.2736111111
MGR,-83.80325,31.0849166667
9GA2,-83.9987855556,31.1051858333
09GA,-83.6840583333,31.1112983333
MUL,-83.7040597222,31.1376866667
GE04,-84.9655555556,32.6669444444
4J1,-81.9058138889,31.2074333333
1GA8,-83.2265425,31.1785313889
4J2,-83.2262777778,31.2125555556
GE01,-83.0688388889,30.9189777778
2GA0,-83.6379516667,33.5265111111
CCO,-84.7697541667,33.3115638889
21GA,-84.8171577778,33.3926155556
GA46,-84.8010461111,33.3809491667
GA79,-84.9113263889,33.3448388889
2GE8,-84.6633333333,33.4641666667
26GA,-84.9138263889,33.3362280556
17GA,-84.8661111111,33.4666666667
5GA8,-84.2094444444,33.91288
13GE,-82.3180555556,32.3608333333
GE14,-83.1325,31.5183333333
2GA1,-83.8526819444,33.6806686111
89GE,-84.6388205556,33.5376122222
GA31,-84.6736111111,33.4736111111
1GE6,-82.1234519444,31.3724388889
PXE,-83.7673452778,32.5105694444
PIM,-84.8824444444,32.8406944444
47GA,-83.8552777778,32.2197222222
2GA3,-83.7862875,32.2062741667
2GA4,-83.75573,32.1712761111
44GA,-83.4829461111,32.1043375
7A9,-84.37251,32.0886616667
22GA,-85.0543911111,34.4292552778
4J5,-83.5868055556,30.8050833333
06GA,-84.1621402778,33.7534397222
RVJ,-82.1517222222,32.0589722222
GA34,-82.0415077778,32.0321416667
12GE,-81.3597222222,31.7308333333
05GA,-84.7144444444,32.0713888889
2GA6,-85.0524486111,34.9172988889
GA03,-85.1996752778,34.8695213889
3GE4,-85.5419444444,34.73
49GA,-84.3890919444,33.5795552778
0GA9,-84.0275,32.7138888889
0GE9,-81.7986111111,32.6938888889
RMG,-85.1580138889,34.3506011111
GA77,-85.1122222222,34.1358333333
8GA1,-85.1618891667,33.421225
2GA7,-84.3621483333,33.9659341667
23GA,-84.3321472222,33.9895444444
GA57,-84.3560366667,34.0309327778
4J6,-81.5588352778,30.7530102778
OKZ,-82.8381666667,32.9667222222
58GA,-82.8045819444,32.9979313889
SVN,-81.1456666667,32.01
SAV,-81.2021388889,32.1275833333
46GA,-81.1556666667,31.9849327778
45GA,-81.0920563889,32.0818741667
GA37,-81.0802777778,32.0211111111
GA39,-81.2462222222,31.9843747222
GA35,-81.3966666667,32.1575
64GA,-84.5388158333,33.2834525
2GA8,-85.0768916667,34.3498130556
29GA,-84.6319444444,33.3842830556
72GA,-81.2331525,31.5835544444
1GA0,-81.3289905556,31.6393855556
40GA,-84.5138202778,33.8598263889
2GA9,-83.9962997222,33.8045516667
12GA,-84.0205555556,33.875
24GA,-84.0146341667,33.7812188889
2GE9,-84.0238888889,33.8975
18GA,-83.6576722222,33.6931736111
4J8,-82.5633888889,32.3873888889
3GA8,-82.635,32.3294444444
28GA,-82.9718138889,33.2682008333
2GA2,-81.2806647222,32.3946338889
75GA,-81.3198325,32.3485255556
TBR,-81.7369397222,32.4827383333
GA07,-81.645,32.2372222222
GA28,-81.7683333333,32.4052777778
1GA4,-81.7553894444,32.3285188889
3GA0,-84.1569444444,33.5275
43GA,-84.2271422222,33.5112233333
4A0,-84.1790555556,33.5355555556
92GA,-84.1408333333,33.8130555556
GE34,-84.1505555556,33.8188888889
3GE2,-84.1280555556,33.8208333333
GA87,-84.0126911111,34.6981455556
GA23,-85.3838888889,34.5783333333
0GE4,-84.2666666667,33.3313888889
SBO,-82.3699444444,32.6091388889
93GA,-82.3473486111,32.5929502778
GA41,-82.29707,32.6140513889
JYL,-81.5971111111,32.6452777778
76GA,-81.6130555556,32.7447222222
84GA,-81.6720544444,32.7509994444
GA88,-81.5362197222,32.9771011111
GA42,-83.8832330556,31.6168438889
13GA,-83.7548966667,31.3665719444
SYV,-83.8941666667,31.5563888889
GA08,-84.4971427778,32.6918036111
3GA1,-84.3582511111,32.7251377778
85GA,-83.731005,34.1723283333
0GA3,-85.0607791667,33.7701058333
OPN,-84.2641336111,32.9550016667
TVI,-83.8811284722,30.9017920833
HQU,-82.5164644444,33.5297133333
TMA,-83.488545,31.4289813889
69GE,-82.6528611111,33.9230277778
TOC,-83.2963716667,34.5928116667
GA45,-81.5348297222,31.5432752778
0GE3,-85.4597222222,34.9047222222
14GE,-85.453725,34.78555
86GA,-85.0610597222,34.8678555556
51GA,-84.6004861111,33.5080555556
94GA,-83.7871222222,32.2629380556
3GA4,-84.5490969444,33.6009441667
VLD,-83.2762194444,30.7813722222
66GA,-83.2209822222,30.7877044444
0GA8,-83.4159902778,30.8871411111
50GA,-83.2341666667,30.9508333333
7GA2,-83.2019444444,30.7788888889
VAD,-83.193,30.9678333333
8GA9,-84.4107580556,33.2767841667
VDI,-82.3711622222,32.1927266667
20GA,-84.8846625,33.7564958333
3GA5,-84.93883,33.6370538889
87GA,-85.9241347222,33.7362116667
81GA,-84.90494,33.6409427778
7GA7,-84.8763888889,33.7436111111
82GA,-82.3852658333,32.8087680556
5A9,-84.6961944444,32.9371111111
5A2,-83.67675,32.5606388889
WRB,-83.5918488889,32.6401433333
IIY,-82.8158333333,33.7794166667
1GE9,-84.7180555556,32.7144444444
AYS,-82.3954916667,31.2490777778
GA60,-82.3355555556,31.2513888889
GA47,-82.2734575,31.1852208333
BXG,-82.0026902778,33.0412888889
GA51,-81.7453905556,33.1251511111
2GE1,-82.0130555556,33.0844444444
3GA7,-81.7683333333,33.1625
GE30,-81.9952777778,33.2211111111
3GA6,-84.8983333333,33.5705555556
6GA5,-84.9068841667,33.5781663889
5GA2,-84.9096619444,33.5731663889
7GA9,-84.8977777778,33.5705555556
95GA,-84.9429952778,33.4559469444
GA2,-84.3715902778,33.1834530556
5GA3,-84.3652008333,33.1601208333
96GA,-84.3680555556,33.1858333333
WDR,-83.6674166667,33.9828611111
59GA,-83.7115594444,34.0137205556
1GE2,-84.5438888889,32.8444444444
6GE2,-84.5377777778,32.8327777778
5GA4,-84.4485397222,34.1059313889
3GE9,-84.3780555556,34.14
3RU,-84.4007777778,33.3328611111
65J,-82.3845,33.2227777778
01GE,-82.7711111111,32.6744444444
GA49,-84.1413033333,32.9279097222
3GA9,-84.3774227778,33.1334555556
GA10,-84.358255,33.0834575
9GA0,-84.3424211111,33.0570697222
GUM,144.797170306,13.4838737778
HI47,144.805,13.4980555556
UAM,144.930066667,13.5838925278
HFS,-166.284633333,23.86405
HI53,-159.655535,22.1745966667
HI02,-155.166118056,19.9022255556
HNM,-156.014437889,20.7956371667
HI01,-159.445533889,22.20919
HI03,-159.389702778,22.0412783333
PAK,-159.603166667,21.8969444444
UPP,-155.859944444,20.2651944444
ITO,-155.048470139,19.720263
HI04,-155.125008333,19.7025169444
HI05,-155.502222222,20.0836033333
HNL,-157.922428667,21.3186812778
HI24,-157.964722222,21.3908333333
HI40,-157.847256944,21.3135016667
HI38,-157.852979722,21.3091686111
HI55,-157.899198889,21.3640555556
HI56,-157.838918889,21.5218233333
NPS,-157.959755278,21.3648933333
HI09,-157.855867778,21.3043355556
HI57,-157.946969444,21.6751513889
HI12,-157.953914167,21.6762627778
HI58,-158.005579167,21.70487
OGG,-156.430457861,20.8986497222
00HI,-155.981658611,19.8325122222
HI13,-155.849997222,19.788625
KOA,-156.045631389,19.7387658333
LUP,-156.973597222,21.2110402778
MUE,-155.668107222,20.0013269444
HI18,-155.647223333,19.8658386111
NGF,-157.768,21.4504533333
JRF,-158.070301667,21.3073538889
MKK,-157.096256111,21.1528858333
HI49,-157.2585725,21.1479316667
99HI,-156.973611111,21.0827777778
BKH,-159.789444444,22.0247222222
JHM,-156.673031667,20.9629363889
HI50,-156.692738333,20.9118272222
LNY,-156.951418056,20.7856111111
LIH,-159.338957972,21.9759830278
HDH,-158.197281389,21.5794736111
HI23,-155.108338333,19.5475261111
HI25,-155.578050278,19.1228244444
HI27,-155.388056944,20.0283283333
HI28,-155.468606667,19.2161525
HI29,-155.509439444,19.22754
HI31,-155.138341667,19.7639025
02HI,-157.950722222,21.3620277778
HI32,-155.1133425,19.8447319444
BSF,-155.553766194,19.7600133889
HI33,-159.440260556,21.9424213889
HI46,-159.427203889,21.9657525
HI52,-155.259723056,19.4330866667
HHI,-158.039722222,21.4847222222
HI07,-155.863883889,19.9136163889
4C7,-93.0334166667,42.5474444444
4C8,-92.7629719444,40.9944536111
6IA6,-92.9752008333,42.1499861111
AXA,-94.2719927778,43.0779105556
K98,-92.8043611111,42.7638652778
C11,-91.8647722222,41.7935833333
AMW,-93.6218216667,41.992045
IA39,-91.288215,42.1127811111
Y43,-94.7697013889,41.440265
46IA,-93.5666052778,41.7558211111
IKV,-93.5663611111,41.6913611111
AIO,-95.0468333333,41.4073333333
IA67,-94.9919322222,41.4011005556
ADU,-94.9205416667,41.7013755556
0IA2,-94.9385980556,41.7155419444
Y46,-94.7294133333,40.6377655556
TZT,-92.2845694444,41.8787777778
Y48,-93.5946536111,42.8527463889
IA27,-92.5876894444,40.9777905556
63IA,-92.4154611111,40.759325
4K6,-92.4282688889,40.7321055556
BNW,-93.8476,42.0495697222
02IA,-93.8780027778,42.0560916667
09IA,-92.4093513889,41.7458316667
IA70,-93.8357813889,43.4257886111
BRL,-91.1255055556,40.783225
CIN,-94.789,42.0461944444
0IA1,-94.8683191667,42.0583183333
97IA,-95.4766666667,41.2558333333
4IA7,-92.4951897222,42.4719288889
24IA,-92.5198111111,42.5158055556
IA03,-92.4946333333,42.5222058333
IA73,-91.6615686111,41.9847225
IA72,-91.6551791667,41.9786116667
IA75,-91.6701794444,41.9758338889
CID,-91.7107986944,41.8846890278
0IA8,-91.751,42.228
TVK,-92.9010333333,40.6839030556
IA05,-92.8585308333,40.8516777778
CNC,-93.3596802778,41.0196238889
IA19,-93.3024313889,41.0274994444
CCY,-92.6107783333,43.0726086111
4IA3,-92.6843555556,43.0508027778
CKP,-95.5559502778,42.7316941667
IA13,-95.5700019444,42.0852663889
ICL,-95.0264266667,40.7217836111
CAV,-93.7589094444,42.7419438889
4IA5,-93.7418811111,42.7249719444
IA12,-93.4021502778,43.0971825
CWI,-90.3291388889,41.8311111111
7IA5,-90.1901269444,41.8608619444
16IA,-94.7772277778,41.8808194444
CRZ,-94.7550297222,40.994125
0E9,-93.2413208333,40.75445
IA46,-93.318545,40.7577830556
CBF,-95.7589474444,41.26025875
IA35,-95.9041788889,41.1872208333
6IA2,-95.8352891667,41.2691647222
CJJ,-92.1330830556,43.3653013889
CSQ,-94.3633055556,41.0214444444
IA36,-94.4269055556,41.0749883333
4IA0,-94.3944044444,41.0722108333
1IA4,-94.3946819444,41.0555444444
0IA7,-94.4669066667,41.0388772222
2IA9,-93.7707752778,43.1907922222
39IA,-94.0202313889,41.6794316667
4IA4,-91.3388888889,40.8186111111
DVN,-90.5883252778,41.6102775
IA81,-90.5923594444,41.5428097222
2IA0,-90.5565222222,41.5416972222
DEH,-91.7393738889,43.2755013889
IA04,-91.7745472222,43.2941333333
7IA6,-91.9521166667,41.0030758333
DNS,-95.3805,41.9865833333
DSM,-93.6630833333,41.5339722222
6IA4,-93.6405555556,41.6166666667
IA64,-93.6330555556,41.5894444444
IA82,-93.6210511111,41.5999891667
3IA3,-93.6007727778,41.5941558333
IA98,-93.6104952778,41.6022111111
Y76,-93.6441077778,41.6555441667
IA51,-94.0085630556,41.5416552778
IA65,-91.5418241667,40.6208716667
1IA2,-91.5673652778,43.4388605556
IA54,-90.8431833333,42.5022222222
IA10,-90.6729052778,42.4916697222
2IA1,-90.6848494444,42.4958361111
DBQ,-90.7094722222,42.402
IA80,-91.1798588889,42.4961052778
EAG,-93.9161130556,42.7098044444
99IA,-92.777975,41.2165666667
6C0,-93.1140277778,42.3306666667
I27,-91.3821666667,42.84725
2IA2,-91.4145827778,42.8574847222
IA62,-95.0752683333,41.5333222222
EGQ,-94.704675,43.1020205556
IA79,-94.7047027778,43.1019083333
EST,-94.7464444444,43.4074444444
IA52,-94.8480425,43.4430138889
FFL,-91.9808685278,41.0558901944
9IL0,-89.3862002778,41.0944805556
IA61,-91.9465616667,41.0802961111
IA56,-93.3793758333,41.7805433333
85IA,-92.6974122222,43.1785836111
